series_id,category,value,timestamp
M523,INDUSTRY,4460,1985-06
M523,INDUSTRY,4860,1985-07
M523,INDUSTRY,4880,1985-08
M523,INDUSTRY,4550,1985-09
M523,INDUSTRY,5300,1985-10
M523,INDUSTRY,4600,1985-11
M523,INDUSTRY,4510,1985-12
M523,INDUSTRY,4870,1986-01
M523,INDUSTRY,3970,1986-02
M523,INDUSTRY,4720,1986-03
M523,INDUSTRY,5300,1986-04
M523,INDUSTRY,4960,1986-05
M523,INDUSTRY,4810,1986-06
M523,INDUSTRY,4940,1986-07
M523,INDUSTRY,4990,1986-08
M523,INDUSTRY,5000,1986-09
M523,INDUSTRY,5380,1986-10
M523,INDUSTRY,4410,1986-11
M523,INDUSTRY,4450,1986-12
M523,INDUSTRY,4580,1987-01
M523,INDUSTRY,4480,1987-02
M523,INDUSTRY,4890,1987-03
M523,INDUSTRY,5070,1987-04
M523,INDUSTRY,4350,1987-05
M523,INDUSTRY,4750,1987-06
M523,INDUSTRY,4920,1987-07
M523,INDUSTRY,4820,1987-08
M523,INDUSTRY,4800,1987-09
M523,INDUSTRY,5190,1987-10
M523,INDUSTRY,4510,1987-11
M523,INDUSTRY,4250,1987-12
M523,INDUSTRY,4200,1988-01
M523,INDUSTRY,4510,1988-02
M523,INDUSTRY,5280,1988-03
M523,INDUSTRY,4730,1988-04
M523,INDUSTRY,4620,1988-05
M523,INDUSTRY,4740,1988-06
M523,INDUSTRY,4790,1988-07
M523,INDUSTRY,5490,1988-08
M523,INDUSTRY,4990,1988-09
M523,INDUSTRY,5410,1988-10
M523,INDUSTRY,4680,1988-11
M523,INDUSTRY,4530,1988-12
M523,INDUSTRY,4840,1989-01
M523,INDUSTRY,4600,1989-02
M523,INDUSTRY,5420,1989-03
M523,INDUSTRY,5000,1989-04
M523,INDUSTRY,5070,1989-05
M523,INDUSTRY,5200,1989-06
M523,INDUSTRY,5010,1989-07
M523,INDUSTRY,5690,1989-08
M523,INDUSTRY,4990,1989-09
M523,INDUSTRY,5600,1989-10
M523,INDUSTRY,4880,1989-11
M523,INDUSTRY,4380,1989-12
M523,INDUSTRY,5210,1990-01
M523,INDUSTRY,4890,1990-02
M523,INDUSTRY,5400,1990-03
M523,INDUSTRY,4840,1990-04
M523,INDUSTRY,5050,1990-05
M523,INDUSTRY,4930,1990-06
M523,INDUSTRY,5060,1990-07
M523,INDUSTRY,5540,1990-08
M523,INDUSTRY,4660,1990-09
M523,INDUSTRY,5090,1990-10
M523,INDUSTRY,4530,1990-11
M523,INDUSTRY,4300,1990-12
M523,INDUSTRY,4200,1991-01
M523,INDUSTRY,3950,1991-02
M523,INDUSTRY,4050,1991-03
M523,INDUSTRY,4340,1991-04
M523,INDUSTRY,4260,1991-05
M523,INDUSTRY,4180,1991-06
M523,INDUSTRY,4680,1991-07
M523,INDUSTRY,4460,1991-08
M523,INDUSTRY,4160,1991-09
M523,INDUSTRY,4600,1991-10
M523,INDUSTRY,3680,1991-11
M523,INDUSTRY,3610,1991-12
M523,INDUSTRY,4030,1992-01
M523,INDUSTRY,3770,1992-02
M523,INDUSTRY,4600,1992-03
M523,INDUSTRY,4120,1992-04
M523,INDUSTRY,3700,1992-05
M523,INDUSTRY,4350,1992-06
M523,INDUSTRY,4800,1992-07
M523,INDUSTRY,4150,1992-08
M523,INDUSTRY,4370,1992-09
M523,INDUSTRY,4450,1992-10
M523,INDUSTRY,3880,1992-11
M523,INDUSTRY,4000,1992-12
M523,INDUSTRY,3900,1993-01
M523,INDUSTRY,4360,1993-02
M523,INDUSTRY,4200,1993-03
M523,INDUSTRY,4090,1993-04
M523,INDUSTRY,4130,1993-05
M523,INDUSTRY,4730,1993-06
M523,INDUSTRY,5000,1993-07
M523,INDUSTRY,4690,1993-08
M523,INDUSTRY,4750,1993-09
M523,INDUSTRY,4700,1993-10
M523,INDUSTRY,4620,1993-11
M523,INDUSTRY,4680,1993-12
M523,INDUSTRY,4530,1994-01
M524,INDUSTRY,2300,1982-01
M524,INDUSTRY,3100,1982-02
M524,INDUSTRY,3900,1982-03
M524,INDUSTRY,4100,1982-04
M524,INDUSTRY,3800,1982-05
M524,INDUSTRY,4000,1982-06
M524,INDUSTRY,3800,1982-07
M524,INDUSTRY,4200,1982-08
M524,INDUSTRY,4200,1982-09
M524,INDUSTRY,4700,1982-10
M524,INDUSTRY,3500,1982-11
M524,INDUSTRY,3100,1982-12
M524,INDUSTRY,5200,1983-01
M524,INDUSTRY,5900,1983-02
M524,INDUSTRY,6600,1983-03
M524,INDUSTRY,7600,1983-04
M524,INDUSTRY,6900,1983-05
M524,INDUSTRY,7700,1983-06
M524,INDUSTRY,8000,1983-07
M524,INDUSTRY,8300,1983-08
M524,INDUSTRY,8000,1983-09
M524,INDUSTRY,9000,1983-10
M524,INDUSTRY,6500,1983-11
M524,INDUSTRY,6200,1983-12
M524,INDUSTRY,6600,1984-01
M524,INDUSTRY,7500,1984-02
M524,INDUSTRY,8300,1984-03
M524,INDUSTRY,9900,1984-04
M524,INDUSTRY,9300,1984-05
M524,INDUSTRY,7400,1984-06
M524,INDUSTRY,7000,1984-07
M524,INDUSTRY,8400,1984-08
M524,INDUSTRY,7700,1984-09
M524,INDUSTRY,7900,1984-10
M524,INDUSTRY,6100,1984-11
M524,INDUSTRY,4600,1984-12
M524,INDUSTRY,5700,1985-01
M524,INDUSTRY,5700,1985-02
M524,INDUSTRY,7600,1985-03
M524,INDUSTRY,9100,1985-04
M524,INDUSTRY,8200,1985-05
M524,INDUSTRY,6800,1985-06
M524,INDUSTRY,6900,1985-07
M524,INDUSTRY,8100,1985-08
M524,INDUSTRY,7200,1985-09
M524,INDUSTRY,8200,1985-10
M524,INDUSTRY,6600,1985-11
M524,INDUSTRY,5300,1985-12
M524,INDUSTRY,5900,1986-01
M524,INDUSTRY,5600,1986-02
M524,INDUSTRY,6300,1986-03
M524,INDUSTRY,7600,1986-04
M524,INDUSTRY,7000,1986-05
M524,INDUSTRY,6000,1986-06
M524,INDUSTRY,6400,1986-07
M524,INDUSTRY,6800,1986-08
M524,INDUSTRY,6400,1986-09
M524,INDUSTRY,7600,1986-10
M524,INDUSTRY,5200,1986-11
M524,INDUSTRY,4400,1986-12
M524,INDUSTRY,5700,1987-01
M524,INDUSTRY,4700,1987-02
M524,INDUSTRY,5900,1987-03
M524,INDUSTRY,7900,1987-04
M524,INDUSTRY,6400,1987-05
M524,INDUSTRY,6600,1987-06
M524,INDUSTRY,7200,1987-07
M524,INDUSTRY,7300,1987-08
M524,INDUSTRY,7400,1987-09
M524,INDUSTRY,8100,1987-10
M524,INDUSTRY,6200,1987-11
M524,INDUSTRY,4200,1987-12
M524,INDUSTRY,4900,1988-01
M524,INDUSTRY,5100,1988-02
M524,INDUSTRY,7200,1988-03
M524,INDUSTRY,8000,1988-04
M524,INDUSTRY,7700,1988-05
M524,INDUSTRY,7400,1988-06
M524,INDUSTRY,6900,1988-07
M524,INDUSTRY,7900,1988-08
M524,INDUSTRY,7900,1988-09
M524,INDUSTRY,8000,1988-10
M524,INDUSTRY,6500,1988-11
M524,INDUSTRY,5300,1988-12
M524,INDUSTRY,6100,1989-01
M524,INDUSTRY,5100,1989-02
M524,INDUSTRY,6200,1989-03
M524,INDUSTRY,6700,1989-04
M524,INDUSTRY,6200,1989-05
M524,INDUSTRY,5900,1989-06
M524,INDUSTRY,5900,1989-07
M524,INDUSTRY,7300,1989-08
M524,INDUSTRY,6000,1989-09
M524,INDUSTRY,7300,1989-10
M524,INDUSTRY,5200,1989-11
M524,INDUSTRY,3900,1989-12
M524,INDUSTRY,5200,1990-01
M524,INDUSTRY,5100,1990-02
M524,INDUSTRY,5900,1990-03
M524,INDUSTRY,6600,1990-04
M524,INDUSTRY,6800,1990-05
M524,INDUSTRY,6000,1990-06
M524,INDUSTRY,6000,1990-07
M524,INDUSTRY,7400,1990-08
M524,INDUSTRY,6000,1990-09
M524,INDUSTRY,6700,1990-10
M524,INDUSTRY,3900,1990-11
M524,INDUSTRY,4500,1990-12
M524,INDUSTRY,4600,1991-01
M524,INDUSTRY,5500,1991-02
M524,INDUSTRY,6400,1991-03
M524,INDUSTRY,6600,1991-04
M524,INDUSTRY,5700,1991-05
M524,INDUSTRY,6100,1991-06
M524,INDUSTRY,6500,1991-07
M524,INDUSTRY,6000,1991-08
M524,INDUSTRY,6200,1991-09
M524,INDUSTRY,4800,1991-10
M524,INDUSTRY,4000,1991-11
M524,INDUSTRY,5400,1991-12
M524,INDUSTRY,5300,1992-01
M524,INDUSTRY,6800,1992-02
M524,INDUSTRY,6900,1992-03
M524,INDUSTRY,6600,1992-04
M524,INDUSTRY,7000,1992-05
M524,INDUSTRY,7200,1992-06
M524,INDUSTRY,8000,1992-07
M524,INDUSTRY,7800,1992-08
M524,INDUSTRY,8500,1992-09
M524,INDUSTRY,7200,1992-10
M524,INDUSTRY,6100,1992-11
M524,INDUSTRY,7100,1992-12
M524,INDUSTRY,7100,1993-01
M524,INDUSTRY,8600,1993-02
M524,INDUSTRY,8400,1993-03
M524,INDUSTRY,8100,1993-04
M524,INDUSTRY,8500,1993-05
M524,INDUSTRY,8100,1993-06
M524,INDUSTRY,10200,1993-07
M524,INDUSTRY,10100,1993-08
M524,INDUSTRY,9800,1993-09
M524,INDUSTRY,9500,1993-10
M524,INDUSTRY,9100,1993-11
M524,INDUSTRY,9100,1993-12
M525,INDUSTRY,3620,1982-01
M525,INDUSTRY,3782,1982-02
M525,INDUSTRY,4296,1982-03
M525,INDUSTRY,4562,1982-04
M525,INDUSTRY,4502,1982-05
M525,INDUSTRY,4676,1982-06
M525,INDUSTRY,4752,1982-07
M525,INDUSTRY,5120,1982-08
M525,INDUSTRY,4890,1982-09
M525,INDUSTRY,4666,1982-10
M525,INDUSTRY,4494,1982-11
M525,INDUSTRY,4008,1982-12
M525,INDUSTRY,4968,1983-01
M525,INDUSTRY,4962,1983-02
M525,INDUSTRY,5364,1983-03
M525,INDUSTRY,5246,1983-04
M525,INDUSTRY,5290,1983-05
M525,INDUSTRY,5436,1983-06
M525,INDUSTRY,5170,1983-07
M525,INDUSTRY,5428,1983-08
M525,INDUSTRY,5496,1983-09
M525,INDUSTRY,5574,1983-10
M525,INDUSTRY,5008,1983-11
M525,INDUSTRY,4690,1983-12
M525,INDUSTRY,5480,1984-01
M525,INDUSTRY,5356,1984-02
M525,INDUSTRY,6208,1984-03
M525,INDUSTRY,5966,1984-04
M525,INDUSTRY,5656,1984-05
M525,INDUSTRY,5936,1984-06
M525,INDUSTRY,5370,1984-07
M525,INDUSTRY,5866,1984-08
M525,INDUSTRY,5552,1984-09
M525,INDUSTRY,6308,1984-10
M525,INDUSTRY,5628,1984-11
M525,INDUSTRY,4590,1984-12
M525,INDUSTRY,5454,1985-01
M525,INDUSTRY,5436,1985-02
M525,INDUSTRY,6170,1985-03
M525,INDUSTRY,6592,1985-04
M525,INDUSTRY,6512,1985-05
M525,INDUSTRY,6202,1985-06
M525,INDUSTRY,6068,1985-07
M525,INDUSTRY,6598,1985-08
M525,INDUSTRY,6392,1985-09
M525,INDUSTRY,6774,1985-10
M525,INDUSTRY,5702,1985-11
M525,INDUSTRY,5298,1985-12
M525,INDUSTRY,6184,1986-01
M525,INDUSTRY,6092,1986-02
M525,INDUSTRY,6694,1986-03
M525,INDUSTRY,6724,1986-04
M525,INDUSTRY,6810,1986-05
M525,INDUSTRY,6710,1986-06
M525,INDUSTRY,5922,1986-07
M525,INDUSTRY,6882,1986-08
M525,INDUSTRY,6794,1986-09
M525,INDUSTRY,7640,1986-10
M525,INDUSTRY,6992,1986-11
M525,INDUSTRY,7246,1986-12
M525,INDUSTRY,6586,1987-01
M525,INDUSTRY,6614,1987-02
M525,INDUSTRY,7484,1987-03
M525,INDUSTRY,7232,1987-04
M525,INDUSTRY,7036,1987-05
M525,INDUSTRY,7810,1987-06
M525,INDUSTRY,7324,1987-07
M525,INDUSTRY,7474,1987-08
M525,INDUSTRY,7234,1987-09
M525,INDUSTRY,7884,1987-10
M525,INDUSTRY,6916,1987-11
M525,INDUSTRY,7658,1987-12
M525,INDUSTRY,7628,1988-01
M525,INDUSTRY,8084,1988-02
M525,INDUSTRY,8778,1988-03
M525,INDUSTRY,8494,1988-04
M525,INDUSTRY,8490,1988-05
M525,INDUSTRY,8274,1988-06
M525,INDUSTRY,7342,1988-07
M525,INDUSTRY,8112,1988-08
M525,INDUSTRY,8360,1988-09
M525,INDUSTRY,8080,1988-10
M525,INDUSTRY,7430,1988-11
M525,INDUSTRY,7282,1988-12
M525,INDUSTRY,7698,1989-01
M525,INDUSTRY,6622,1989-02
M525,INDUSTRY,7516,1989-03
M525,INDUSTRY,7546,1989-04
M525,INDUSTRY,8050,1989-05
M525,INDUSTRY,8546,1989-06
M525,INDUSTRY,7366,1989-07
M525,INDUSTRY,8046,1989-08
M525,INDUSTRY,7574,1989-09
M525,INDUSTRY,8344,1989-10
M525,INDUSTRY,7622,1989-11
M525,INDUSTRY,7230,1989-12
M525,INDUSTRY,8320,1990-01
M525,INDUSTRY,7724,1990-02
M525,INDUSTRY,8600,1990-03
M525,INDUSTRY,8242,1990-04
M525,INDUSTRY,8168,1990-05
M525,INDUSTRY,7888,1990-06
M525,INDUSTRY,7952,1990-07
M525,INDUSTRY,8120,1990-08
M525,INDUSTRY,7204,1990-09
M525,INDUSTRY,8030,1990-10
M525,INDUSTRY,6824,1990-11
M525,INDUSTRY,5828,1990-12
M525,INDUSTRY,7068,1991-01
M525,INDUSTRY,6820,1991-02
M525,INDUSTRY,7322,1991-03
M525,INDUSTRY,7916,1991-04
M525,INDUSTRY,7674,1991-05
M525,INDUSTRY,7524,1991-06
M525,INDUSTRY,7328,1991-07
M525,INDUSTRY,7616,1991-08
M525,INDUSTRY,7364,1991-09
M525,INDUSTRY,7866,1991-10
M525,INDUSTRY,6946,1991-11
M525,INDUSTRY,6508,1991-12
M525,INDUSTRY,7672,1992-01
M525,INDUSTRY,7256,1992-02
M525,INDUSTRY,8242,1992-03
M525,INDUSTRY,7724,1992-04
M525,INDUSTRY,7264,1992-05
M525,INDUSTRY,7822,1992-06
M525,INDUSTRY,7764,1992-07
M525,INDUSTRY,7492,1992-08
M525,INDUSTRY,7472,1992-09
M525,INDUSTRY,8096,1992-10
M525,INDUSTRY,7234,1992-11
M525,INDUSTRY,6850,1992-12
M525,INDUSTRY,6972,1993-01
M525,INDUSTRY,7216,1993-02
M525,INDUSTRY,7808,1993-03
M525,INDUSTRY,7582,1993-04
M525,INDUSTRY,7060,1993-05
M525,INDUSTRY,7440,1993-06
M525,INDUSTRY,7378,1993-07
M525,INDUSTRY,7860,1993-08
M525,INDUSTRY,7626,1993-09
M525,INDUSTRY,8154,1993-10
M525,INDUSTRY,7694,1993-11
M525,INDUSTRY,7030,1993-12
M526,INDUSTRY,1780,1982-01
M526,INDUSTRY,2010,1982-02
M526,INDUSTRY,2055,1982-03
M526,INDUSTRY,2080,1982-04
M526,INDUSTRY,2095,1982-05
M526,INDUSTRY,2215,1982-06
M526,INDUSTRY,1940,1982-07
M526,INDUSTRY,1910,1982-08
M526,INDUSTRY,1965,1982-09
M526,INDUSTRY,2000,1982-10
M526,INDUSTRY,1955,1982-11
M526,INDUSTRY,1685,1982-12
M526,INDUSTRY,1985,1983-01
M526,INDUSTRY,2060,1983-02
M526,INDUSTRY,1970,1983-03
M526,INDUSTRY,1870,1983-04
M526,INDUSTRY,1980,1983-05
M526,INDUSTRY,2220,1983-06
M526,INDUSTRY,2290,1983-07
M526,INDUSTRY,2520,1983-08
M526,INDUSTRY,2485,1983-09
M526,INDUSTRY,2510,1983-10
M526,INDUSTRY,2465,1983-11
M526,INDUSTRY,2080,1983-12
M526,INDUSTRY,2270,1984-01
M526,INDUSTRY,2420,1984-02
M526,INDUSTRY,2435,1984-03
M526,INDUSTRY,2305,1984-04
M526,INDUSTRY,2455,1984-05
M526,INDUSTRY,2690,1984-06
M526,INDUSTRY,2485,1984-07
M526,INDUSTRY,2815,1984-08
M526,INDUSTRY,2720,1984-09
M526,INDUSTRY,2645,1984-10
M526,INDUSTRY,2190,1984-11
M526,INDUSTRY,1940,1984-12
M526,INDUSTRY,2220,1985-01
M526,INDUSTRY,2400,1985-02
M526,INDUSTRY,2810,1985-03
M526,INDUSTRY,2780,1985-04
M526,INDUSTRY,2705,1985-05
M526,INDUSTRY,2635,1985-06
M526,INDUSTRY,2400,1985-07
M526,INDUSTRY,2580,1985-08
M526,INDUSTRY,2585,1985-09
M526,INDUSTRY,2675,1985-10
M526,INDUSTRY,2355,1985-11
M526,INDUSTRY,2080,1985-12
M526,INDUSTRY,2585,1986-01
M526,INDUSTRY,2795,1986-02
M526,INDUSTRY,2610,1986-03
M526,INDUSTRY,2690,1986-04
M526,INDUSTRY,2620,1986-05
M526,INDUSTRY,2625,1986-06
M526,INDUSTRY,2170,1986-07
M526,INDUSTRY,2430,1986-08
M526,INDUSTRY,2690,1986-09
M526,INDUSTRY,3300,1986-10
M526,INDUSTRY,3990,1986-11
M526,INDUSTRY,4440,1986-12
M526,INDUSTRY,1980,1987-01
M526,INDUSTRY,1920,1987-02
M526,INDUSTRY,1965,1987-03
M526,INDUSTRY,2245,1987-04
M526,INDUSTRY,2150,1987-05
M526,INDUSTRY,2305,1987-06
M526,INDUSTRY,2350,1987-07
M526,INDUSTRY,3065,1987-08
M526,INDUSTRY,2930,1987-09
M526,INDUSTRY,3100,1987-10
M526,INDUSTRY,1395,1987-11
M526,INDUSTRY,4990,1987-12
M526,INDUSTRY,4775,1988-01
M526,INDUSTRY,4755,1988-02
M526,INDUSTRY,5465,1988-03
M526,INDUSTRY,5065,1988-04
M526,INDUSTRY,5150,1988-05
M526,INDUSTRY,5495,1988-06
M526,INDUSTRY,4790,1988-07
M526,INDUSTRY,5790,1988-08
M526,INDUSTRY,5015,1988-09
M526,INDUSTRY,3890,1988-10
M526,INDUSTRY,3735,1988-11
M526,INDUSTRY,3450,1988-12
M526,INDUSTRY,3840,1989-01
M526,INDUSTRY,3565,1989-02
M526,INDUSTRY,3435,1989-03
M526,INDUSTRY,4145,1989-04
M526,INDUSTRY,4320,1989-05
M526,INDUSTRY,3995,1989-06
M526,INDUSTRY,3355,1989-07
M526,INDUSTRY,4160,1989-08
M526,INDUSTRY,3500,1989-09
M526,INDUSTRY,3910,1989-10
M526,INDUSTRY,4525,1989-11
M526,INDUSTRY,3875,1989-12
M526,INDUSTRY,4605,1990-01
M526,INDUSTRY,4340,1990-02
M526,INDUSTRY,4695,1990-03
M526,INDUSTRY,4330,1990-04
M526,INDUSTRY,4680,1990-05
M526,INDUSTRY,4195,1990-06
M526,INDUSTRY,4350,1990-07
M526,INDUSTRY,5125,1990-08
M526,INDUSTRY,4430,1990-09
M526,INDUSTRY,4805,1990-10
M526,INDUSTRY,4285,1990-11
M526,INDUSTRY,3680,1990-12
M526,INDUSTRY,4255,1991-01
M526,INDUSTRY,4050,1991-02
M526,INDUSTRY,4190,1991-03
M526,INDUSTRY,4400,1991-04
M526,INDUSTRY,4580,1991-05
M526,INDUSTRY,4015,1991-06
M526,INDUSTRY,4230,1991-07
M526,INDUSTRY,4315,1991-08
M526,INDUSTRY,4125,1991-09
M526,INDUSTRY,4685,1991-10
M526,INDUSTRY,4140,1991-11
M526,INDUSTRY,4080,1991-12
M526,INDUSTRY,4310,1992-01
M526,INDUSTRY,4155,1992-02
M526,INDUSTRY,4760,1992-03
M526,INDUSTRY,4810,1992-04
M526,INDUSTRY,4655,1992-05
M526,INDUSTRY,4800,1992-06
M526,INDUSTRY,4980,1992-07
M526,INDUSTRY,4795,1992-08
M526,INDUSTRY,4735,1992-09
M526,INDUSTRY,4990,1992-10
M526,INDUSTRY,4535,1992-11
M526,INDUSTRY,4525,1992-12
M526,INDUSTRY,4100,1993-01
M526,INDUSTRY,4345,1993-02
M526,INDUSTRY,5285,1993-03
M526,INDUSTRY,4840,1993-04
M526,INDUSTRY,4780,1993-05
M526,INDUSTRY,4970,1993-06
M526,INDUSTRY,4410,1993-07
M526,INDUSTRY,5265,1993-08
M526,INDUSTRY,5355,1993-09
M526,INDUSTRY,5525,1993-10
M526,INDUSTRY,5530,1993-11
M526,INDUSTRY,4450,1993-12
M527,INDUSTRY,2908,1982-01
M527,INDUSTRY,2978,1982-02
M527,INDUSTRY,3474,1982-03
M527,INDUSTRY,3730,1982-04
M527,INDUSTRY,3644,1982-05
M527,INDUSTRY,3790,1982-06
M527,INDUSTRY,3976,1982-07
M527,INDUSTRY,4356,1982-08
M527,INDUSTRY,4104,1982-09
M527,INDUSTRY,3866,1982-10
M527,INDUSTRY,3712,1982-11
M527,INDUSTRY,3334,1982-12
M527,INDUSTRY,4174,1983-01
M527,INDUSTRY,4138,1983-02
M527,INDUSTRY,4576,1983-03
M527,INDUSTRY,4498,1983-04
M527,INDUSTRY,4498,1983-05
M527,INDUSTRY,4548,1983-06
M527,INDUSTRY,4254,1983-07
M527,INDUSTRY,4420,1983-08
M527,INDUSTRY,4502,1983-09
M527,INDUSTRY,4570,1983-10
M527,INDUSTRY,4022,1983-11
M527,INDUSTRY,3858,1983-12
M527,INDUSTRY,4572,1984-01
M527,INDUSTRY,4388,1984-02
M527,INDUSTRY,5234,1984-03
M527,INDUSTRY,5044,1984-04
M527,INDUSTRY,4674,1984-05
M527,INDUSTRY,4860,1984-06
M527,INDUSTRY,4376,1984-07
M527,INDUSTRY,4740,1984-08
M527,INDUSTRY,4464,1984-09
M527,INDUSTRY,5250,1984-10
M527,INDUSTRY,4752,1984-11
M527,INDUSTRY,3814,1984-12
M527,INDUSTRY,4566,1985-01
M527,INDUSTRY,4476,1985-02
M527,INDUSTRY,5046,1985-03
M527,INDUSTRY,5480,1985-04
M527,INDUSTRY,5430,1985-05
M527,INDUSTRY,5148,1985-06
M527,INDUSTRY,5108,1985-07
M527,INDUSTRY,5566,1985-08
M527,INDUSTRY,5358,1985-09
M527,INDUSTRY,5704,1985-10
M527,INDUSTRY,4760,1985-11
M527,INDUSTRY,4466,1985-12
M527,INDUSTRY,5150,1986-01
M527,INDUSTRY,4974,1986-02
M527,INDUSTRY,5650,1986-03
M527,INDUSTRY,5648,1986-04
M527,INDUSTRY,5762,1986-05
M527,INDUSTRY,5660,1986-06
M527,INDUSTRY,5054,1986-07
M527,INDUSTRY,5910,1986-08
M527,INDUSTRY,5718,1986-09
M527,INDUSTRY,6320,1986-10
M527,INDUSTRY,5396,1986-11
M527,INDUSTRY,5470,1986-12
M527,INDUSTRY,5794,1987-01
M527,INDUSTRY,5846,1987-02
M527,INDUSTRY,6698,1987-03
M527,INDUSTRY,6334,1987-04
M527,INDUSTRY,6176,1987-05
M527,INDUSTRY,6888,1987-06
M527,INDUSTRY,6384,1987-07
M527,INDUSTRY,6248,1987-08
M527,INDUSTRY,6062,1987-09
M527,INDUSTRY,6244,1987-10
M527,INDUSTRY,5740,1987-11
M527,INDUSTRY,5662,1987-12
M527,INDUSTRY,5718,1988-01
M527,INDUSTRY,6182,1988-02
M527,INDUSTRY,6592,1988-03
M527,INDUSTRY,6468,1988-04
M527,INDUSTRY,6430,1988-05
M527,INDUSTRY,6076,1988-06
M527,INDUSTRY,5426,1988-07
M527,INDUSTRY,5796,1988-08
M527,INDUSTRY,6354,1988-09
M527,INDUSTRY,6524,1988-10
M527,INDUSTRY,5936,1988-11
M527,INDUSTRY,5902,1988-12
M527,INDUSTRY,6162,1989-01
M527,INDUSTRY,5196,1989-02
M527,INDUSTRY,6142,1989-03
M527,INDUSTRY,5888,1989-04
M527,INDUSTRY,6322,1989-05
M527,INDUSTRY,6948,1989-06
M527,INDUSTRY,6024,1989-07
M527,INDUSTRY,6382,1989-08
M527,INDUSTRY,6174,1989-09
M527,INDUSTRY,6780,1989-10
M527,INDUSTRY,5812,1989-11
M527,INDUSTRY,5680,1989-12
M527,INDUSTRY,6478,1990-01
M527,INDUSTRY,5988,1990-02
M527,INDUSTRY,6722,1990-03
M527,INDUSTRY,6510,1990-04
M527,INDUSTRY,6296,1990-05
M527,INDUSTRY,6210,1990-06
M527,INDUSTRY,6212,1990-07
M527,INDUSTRY,6070,1990-08
M527,INDUSTRY,5432,1990-09
M527,INDUSTRY,6108,1990-10
M527,INDUSTRY,5110,1990-11
M527,INDUSTRY,4356,1990-12
M527,INDUSTRY,5366,1991-01
M527,INDUSTRY,5200,1991-02
M527,INDUSTRY,5646,1991-03
M527,INDUSTRY,6156,1991-04
M527,INDUSTRY,5842,1991-05
M527,INDUSTRY,5918,1991-06
M527,INDUSTRY,5636,1991-07
M527,INDUSTRY,5890,1991-08
M527,INDUSTRY,5714,1991-09
M527,INDUSTRY,5992,1991-10
M527,INDUSTRY,5290,1991-11
M527,INDUSTRY,4876,1991-12
M527,INDUSTRY,5948,1992-01
M527,INDUSTRY,5594,1992-02
M527,INDUSTRY,6338,1992-03
M527,INDUSTRY,5800,1992-04
M527,INDUSTRY,5402,1992-05
M527,INDUSTRY,5902,1992-06
M527,INDUSTRY,5772,1992-07
M527,INDUSTRY,5574,1992-08
M527,INDUSTRY,5578,1992-09
M527,INDUSTRY,6100,1992-10
M527,INDUSTRY,5420,1992-11
M527,INDUSTRY,5040,1992-12
M527,INDUSTRY,5332,1993-01
M527,INDUSTRY,5478,1993-02
M527,INDUSTRY,5694,1993-03
M527,INDUSTRY,5646,1993-04
M527,INDUSTRY,5148,1993-05
M527,INDUSTRY,5452,1993-06
M527,INDUSTRY,5614,1993-07
M527,INDUSTRY,5754,1993-08
M527,INDUSTRY,5484,1993-09
M527,INDUSTRY,5944,1993-10
M527,INDUSTRY,5482,1993-11
M527,INDUSTRY,5250,1993-12
M528,INDUSTRY,3274,1982-01
M528,INDUSTRY,3674,1982-02
M528,INDUSTRY,4296,1982-03
M528,INDUSTRY,4672,1982-04
M528,INDUSTRY,4616,1982-05
M528,INDUSTRY,5026,1982-06
M528,INDUSTRY,4726,1982-07
M528,INDUSTRY,4900,1982-08
M528,INDUSTRY,4520,1982-09
M528,INDUSTRY,5012,1982-10
M528,INDUSTRY,4706,1982-11
M528,INDUSTRY,4324,1982-12
M528,INDUSTRY,4870,1983-01
M528,INDUSTRY,4580,1983-02
M528,INDUSTRY,5264,1983-03
M528,INDUSTRY,5366,1983-04
M528,INDUSTRY,5550,1983-05
M528,INDUSTRY,5528,1983-06
M528,INDUSTRY,5074,1983-07
M528,INDUSTRY,5338,1983-08
M528,INDUSTRY,5474,1983-09
M528,INDUSTRY,5590,1983-10
M528,INDUSTRY,4808,1983-11
M528,INDUSTRY,4890,1983-12
M528,INDUSTRY,5178,1984-01
M528,INDUSTRY,5206,1984-02
M528,INDUSTRY,6044,1984-03
M528,INDUSTRY,5750,1984-04
M528,INDUSTRY,5704,1984-05
M528,INDUSTRY,5986,1984-06
M528,INDUSTRY,5512,1984-07
M528,INDUSTRY,5900,1984-08
M528,INDUSTRY,5376,1984-09
M528,INDUSTRY,6308,1984-10
M528,INDUSTRY,5844,1984-11
M528,INDUSTRY,4794,1984-12
M528,INDUSTRY,5332,1985-01
M528,INDUSTRY,5204,1985-02
M528,INDUSTRY,6026,1985-03
M528,INDUSTRY,6992,1985-04
M528,INDUSTRY,6698,1985-05
M528,INDUSTRY,6062,1985-06
M528,INDUSTRY,5888,1985-07
M528,INDUSTRY,6588,1985-08
M528,INDUSTRY,6324,1985-09
M528,INDUSTRY,6442,1985-10
M528,INDUSTRY,5656,1985-11
M528,INDUSTRY,5618,1985-12
M528,INDUSTRY,5910,1986-01
M528,INDUSTRY,5798,1986-02
M528,INDUSTRY,6956,1986-03
M528,INDUSTRY,6642,1986-04
M528,INDUSTRY,7076,1986-05
M528,INDUSTRY,6996,1986-06
M528,INDUSTRY,5958,1986-07
M528,INDUSTRY,6688,1986-08
